devices,user_count
LG H831 G5,202
Samsung SM-G530Y Galaxy Grand Prime,202
LYF LS-4001 Flame 1,201
Samsung SM-G955U1 Galaxy S8+,201
Samsung SM-T310 Galaxy Tab 3 8.0,201
Intex Aqua Y2 Power,200
Intex Cloud Crystal 2.5D,200
LG LG-M200 K8,200
Huawei CUN-L01 Y5II,199
Intex Aqua Desire HD,199
LG L84VL Stylo 3,198
Panasonic ELUGA L 4G,198
Advan Vandroid T1J+,197
Intex Aqua Pro,197
Lava iris 605,197
Asus X00DD Zenfone 3 Max,196
Huawei AGS-L09 MediaPad T3 10,196
Lenovo S650,196
ZTE N9560 Max XL,196
Samsung SGH-M919 Galaxy S IV,195
Samsung SM-A810F A8 (2016),195
Samsung SM-T235 Galaxy Tab 4 7.0,195
Symphony V100,195
Intex Aqua 3G Pro Q,194
Samsung GT-S7582L Galaxy S Duos 2,194
Samsung SM-A500M Galaxy A5,194
LG H810 G4,193
Mito A73,193
Reach ALLURE,193
Samsung GT-I9205 Galaxy Mega 6.3,193
Kyocera S2 Android One S2 for Y!mobile,192
Samsung SM-E500F Galaxy E5,192
Huawei WAS-LX3 P10 Lite,191
Intex Cloud 4G Smart,191
Lenovo A526,191
Lenovo A6600a40 A6600 Plus,191
Polyton 4g450 Zap 5,191
Samsung SM-T530 Galaxy Tab 4 10.1,191
ZTE V815W Blade Buzz,191
Alcatel 5049Z A30 Fierce,190
Samsung SCH-I535 Galaxy S III,190
Amazon KFFOWI Fire,189
Hisense L697 Pureshot Plus 2,189
Swipe Konnect_Star,189
Infinix S2 Pro,188
LG H422 Spirit,188
Asus T00P Zenfone 5,187
Karbonn Titanium 3D Plex,187
Samsung SM-G531Y Galaxy Grand Prime,187
Samsung SM-G890A Galaxy S6 Active,187
T-Mobile 5049W Revvl,187
Alcatel 5010D PIXI 4 (5),186
Nokia TA-1020 3,186
Videocon Z45Q Star,186
ZTE Blade Q Lux Blade Q Lux,186
Asus P024 Zenpad 8,185
HTC D626Q Desire 626,185
Samsung SM-G7105 Galaxy Grand 2 LTE,185
Samsung SM-J530FM J5 2017,185
Xolo A1000s,185
Axioo VENGE(AX5),184
Motorola XT1580 Droid Turbo 2,184
Nokia TA-1000 6,184
Samsung SM-J100M Galaxy J1,184
Samsung SM-J200Y Galaxy J2 (2015),184
Samsung SM-S727T Galaxy J7 (2017),184
T-Mobile REVVLPLUS C3701A Revvl Plus,184
Gionee M5 Marathon,183
Polytron L501 Rocket,183
Samsung SM-J320YZ Galaxy J3 Duos,183
Samsung SM-N9000Q Galaxy Note 3,183
Sony E6533 Xperia Z4/Z3+ Dual,183
Symphony V47,183
Xiaomi 2013022 Redmi,183
Ziox Astra Young 4G,183
Axioo PICOphone M4P (M3),182
Leagoo M5 2.5D Arc,182
Sony E2333 Xperia M4 Aqua Dual,182
HTC One dual Sim,181
Intex Cloud Cube,181
Samsung SM-G928V Galaxy S6 Edge Plus,181
HTC Desire 626s,180
Intex Aqua 4.5 3G,180
Sony E6633 Xperia Z5,180
Videocon F503418 Krykpton 2 V50GI,180
Asus Z01HD ZenFone 3 Zoom,179
HP Slate 7 Voice Tab,179
Motorola XT1058 Moto X,179
Samsung SHV-E250K Galaxy Note II,179
Samsung SM-N9500 Galaxy Note8,179
Symphony P8 PRO,179
Advan T1S,178
Karbonn Titanium Octane,178
Karbonn Titanium S5 Plus,178
LG H812 G4,178
LYF LS-4002 Flame 5,178
Sony C2005 Xperia M,178
Xolo Black,178
Lava iris X9,177
LG H870 G6,177
Samsung SM-N950N Galaxy Note8,177
Advan T1J,176
Asus FE171CG Fonepad 7,176
BlackBerry STV100-3 Priv,176
Huawei DLI-L22 Honor 6A,176
Sony D2005 Xperia E1,176
Sony D5103 Xperia T3,176
Xiaomi MI 5s Plus,176
Gionee Ctrl V6L,175
Karbonn Titanium S200 HD,175
Samsung SHV-E330S Galaxy S IV,175
Samsung SM-S727P Galaxy J7 (2017),175
HTC D728x Desire 728,174
Sony SO-04E Xperia feat. HATSUNE MIKU SO-04E for DoCoMo,174
Ubro M1,174
Alcatel 6055U Idol 4,173
Lenovo A10-70L TAB 2 A10,173
ZTE Z798BL Majesty Pro LTE,173
Asus L001 Zenfone Go 6.9,172
Panasonic P41,172
Polytron R2506,172
Huawei PLK-L01 Honor 7,171
LG M430 Stylo 3,171
Sony G3221 Xperia XA1,171
Intex Aqua Star 5.0 Aqua Star 5.0,170
Lenovo S920,170
Tecno CX Air Camon CX Air,170
Samsung SM-J730FM Galaxy J7 Pro,169
Swipe Konnect Neo 4G,169
iBall 3G Q45 (1+8GB),168
Samsung SM-N900U Galaxy Note 3,168
Xiaomi MIX Mi Mix,168
Evercoss A26C,166
Huawei Y360-U61 Y360,166
Infinix X554,166
Samsung SM-G928A Galaxy S6 Edge Plus,166
Spice Spice Xlife M5+,166
Symphony P7 Pro,166
Micromax D304,165
Micromax P469 Canvas Tabby,165
Micromax P470 Canvas Tab P470,165
Panasonic T30,165
Samsung GT-P3110 Galaxy Tab 2 7.0,165
Samsung SM-G925V Galaxy S6 Edge,165
Samsung SM-N920S Galaxy Note 5,165
Sony F3215 Xperia XA Ultra,165
Huawei PLK-UL00 Honor 7,164
Intex Cloud Fame 4G,164
Samsung SM-G360BT Galaxy Core Prime,164
ZTE Z835 Maven 3,164
Intex Aqua Dream II,163
OPPO Find 7,163
Samsung SM-G3131F Galaxy Ace 4 LTE,163
Sony C6883 Xperia Z Ultra,163
Star A2000,163
Huawei NEM-L51 Honor 5c 2GB RAM,162
iBall Andi 5U Platino,162
Intex Aqua Slice II,162
Lava Iris 750,162
Micromax F666 Fantabulet,162
Samsung SM-N900S Galaxy Note 3 LTE-A,162
ZTE Blade A520,162
Advan E1C+,161
iBall Andi 5.5H Weber,161
iBall Andi Avonte 5,161
Karbonn Titanium S204,161
Tizen Phone with Application Compatibility Layer,161
Evercoss AT1A*,160
Huawei ALP-L29 Mate 10,160
OPPO CPH1611 R9s Plus,160
Smartfren AD681H Andromax AD681H,160
Sony SO-02G Xperia Z3 Compact,160
Evercoss A65,159
Lenovo TB-X103F,159
Motorola XT1225 Moto Turbo,159
Huawei MT7-TL10 Ascend Mate 7,158
Samsung SM-G928I Galaxy S6 Edge Plus,158
Wiko Sunny 2 Plus,158
Advan S5J+,157
HTC D530u Desire 530,157
Intex Cloud Flash,157
LG V32 Vivid,157
Micromax A76 Canvas Fun,157
OWN S1,157
Sansui S503328,157
ZTE Z851M Overture 3,157
LG TP450 Stylo 3 Plus,156
Samsung SM-G935S Galaxy S7 Edge,156
Advan S4T,155
Motorola XT1097 Moto X (2nd Gen),155
Panasonic Eluga S Mini,155
Phicomm E653 Energy E653,155
Huawei PE-TL10 Honor 6 Plus,154
Measy B4S,154
Lenovo A5500-HV,153
Lenovo S1La40 Vibe S1 Lite,153
Samsung SM-G925W8 Galaxy S6 Edge,153
Videocon V4005,153
Videocon V502930 Cube 3,153
Samsung GT-S7275R Galaxy Ace 3,152
Xolo Q700S Q700S Plus,152
Huawei PRA-LX3 P8 Lite (2017),151
Lava iris X8q,151
LG X220 K5,151
Samsung SM-C111M Galaxy K Zoom,151
Huawei P9 Plus Dual SIM TD-LTE,150
Intex Cloud Gem+,150
Lenovo TB-8504F Tab4 8,150
LG H830 G5,150
HTC Desire 610,149
Motorola XT1700 Moto E3,149
Samsung SM-G550T On5,149
Sony E6853 Xperia Z5 Premium,149
Walton Primo NH2 Lite,149
iBall Andi Sprinter 4G,148
Samsung SM-G720N0 Galaxy Grand Max,148
Sansui S451720,148
Alcatel 5010E PIXI 4 (5),147
Asus Z012DC Zenfone 3 ZE552KL,147
Dell Venue 7 3740,147
Micromax A117 Canvas Magnus,147
Samsung SM-G930U Galaxy S7,147
SonyEricsson LT26i Xperia Arc HD,147
ICUBOT A600,146
Lenovo TB2-X30L TAB 2 A10-30,146
Samsung SHV-E210S Galaxy S III,146
Xolo Cube 5.0,146
ZTE NX529J Nubia Z11 Mini,146
BLUBOO X4,145
InFocus M810,145
Lava A51,145
Lenovo A706,145
LG K371 Phoenix 2,145
LG LGLS755 X Power,145
Micromax A200 Canvas Turbo Mini,145
Omes F5,145
Smartfren G36C1H Andromax Q,145
Sony E5553 C5 Ultra,145
Xolo 8x-1000,145
Asus Z008D ZenFone 2,144
Evercoss A28B,144
LG K410 K10,144
Micromax A93 Elanza,144
OnePlus A2003 2,144
Swipe ELITE,144
Alcatel 4034E PIXI 4,143
Alcatel 8050D PIXI 4(6),143
Hitech Amaze S5 4G,143
HTC U Play,143
Samsung SM-J320W8 Galaxy J3 Duos,143
Washion A7S,143
ZTE Blade A510,143
Huawei G7-L01 Ascend G760-L01,142
Lenovo TB2-X30F TAB 2 A10-30,142
Polytron R2403 Rocket R1,142
Samsung SM-G925 Galaxy S6 Edge,142
Samsung SM-J100ML Galaxy J1,142
Sony F3211 Xperia XA Ultra,142
Alcatel ONE TOUCH 7047D Pop C9,141
Asus X008 Pegasus 3,141
Forstar FT10A,141
Huawei CUN-L03 Ascend Mate 2,141
LG H320 Leon,141
Micromax Q339 Bolt Q339,141
Smartfren Andromax-C,141
Symphony V120,141
Xolo Q500s IPS,141
Huawei T1 MediaPad T1 8.0,140
Intex Aqua Active,140
Intex Aqua Q3,140
Lenovo S820,140
Pantel Penta WS704Q Penta T-Pad WS704Q 3G,140
Samsung SM-P555 Galaxy Tab A 9.7,140
Condor PGN518 Plume P6 pro,139
Lava iris 860,139
Samsung SM-G925A Galaxy S6 Edge,139
Samsung SM-G930K Galaxy S7,139
Samsung SM-G950N Galaxy S8,139
Alcatel 4047D U5,138
Asus T00N Padfone S,138
LG LG-H845 G5 SE,138
Samsung SGH-I747M Galaxy S III,138
Samsung SM-G5308W Galaxy Grand Prime,138
Samsung SM-G5500 On5,138
Tecno W3,138
Alcatel 5045T PIXI 4 (5),137
Evercoss A75L Elevate Y Power,137
Huawei MediaPad 7 Youth2,137
LG H930 V30,137
Micromax S302 Bolt S302,137
Samsung SGH-I337 Galaxy S IV,137
Sony ST26i Xperia J,137
Spice Xlife-512,137
Acer E39 Liquid E700,136
Huawei MT7-L09 Ascend Mate 7,136
Motorola Moto G,136
Samsung GT-I8200L Galaxy S III Mini Value Edition,136
Samsung SM-J120AZ Galaxy J1 2016,136
ZTE Z833 Avid Trio,136
HTC U11,135
Jiayu G4,134
Lenovo A880,134
Micromax A108 Canvas L,134
Samsung SM-T116BU Galaxy Tab 3V 3G,134
Vodafone Smart Ultra 6,134
Advan T1J+,133
Alcatel 8050E PIXI 4 (6),133
LG LG-M160 K4 (2017),133
QMobile i6 Metal ONE,133
Xolo A500S IPS,133
Gionee E8 Elife E8,132
Huawei RNE-L01 Mate 10 Lite,132
Huawei TAG-L01 GR3,132
Infinix X559 HOT5,132
Intex Aqua Fish,132
Lenovo S920 Row,132
LG LG-X210 Tribute 5,132
Positivo S455,132
Sony E5603 Xperia M5,132
Xiaomi Mi Note 3,132
Exmart R1,131
HTC U Ultra,131
Huawei Y560-L01 Ascend Y550,131
Lava Icon,131
Lenovo A516,131
Samsung SM-N920L Galaxy Note 5,131
Sony C6502 Xperia ZL,131
Sony E5823 Xperia Z5 Compact,131
Walton Primo NH2,131
Acer Z410 Liquid Z410,130
Asus Z017DA Zenfone 3 ZE520KL,130
HTC D626ph Desire 626,130
LG D851 G3,130
Samsung GT-P5200 Galaxy Tab 3 10.1 3G,130
Hisense F23,129
LG D335 L Bello,129
Samsung SM-A700YD Galaxy A7,129
Samsung SM-C101 GALAXY S4 Zoom,129
Samsung SM-J120FN Galaxy J1 2016,129
Wiko Fever Fever 4G,129
Xolo A500S Lite,129
Asus Z017D Zenfone 3 ZE520KL,128
Celkon Q4G Plus,128
Penta WS704D,128
Huawei BLL-L23 Mate 9 Lite,127
Huawei CAN-L11 Nova,127
iBall 3G6095-D20,127
Intex Aqua HD 5.5,127
Lava Iris Alfa,127
Samsung SM-J320P Galaxy J3 Duos,127
Samsung SM-N900K Galaxy Note 3,127
Tecno Camon CX,127
Xiaomi Mi Note 2,127
AIS Iris 510 LAVA 4.0,126
Asus Z017DC Zenfone 3 ZE520KL,126
Evercoss AT1C,126
IsqStar F20,126
LG VS987 G5,126
Samsung SM-J320AZ Galaxy J3 Duos,126
Walton Primo N2,126
Xolo One HD,126
Advan S45D Vandroid S45D,125
Evercoss A7B,125
Karbonn Titanium S1 Plus,125
Motorola XT1710-02 Z2 Play,125
BlackBerry STV100-4 Priv,124
Karbonn Titanium S360,124
Lava Iris Fuel F1 Mini,124
LG D852 G3,124
LG LGL164VL,124
Micromax Q303 Bolt Supreme 3,124
Touch Plus ST7701,124
General Mobile GM 5 Plus 5 Plus,123
Himax Polymer X,123
iBall Andi HD6,123
Karbonn Mach One Plus,123
OPPO N5206 N3,123
Samsung SM-T715 Galaxy Tab S2 8.0,123
Condor PGN605 Plume P8,122
Dell 3830 Venue 8,122
Evercoss A7A,122
Himax Y11,122
Huawei G620S-UL00 Ascend G620S,122
InFocus M415 Bingo 10,122
Intex Q1 Plus,122
QMobile S1,122
Samsung SM-A300M Galaxy A3,122
Sony E6833 Xperia Z5 Premium,122
Symphony Xplorer V52,122
Walton Primo NF2,122
Lenovo A1000-G,121
Samsung SM-P585 Galaxy Tab A 10.1 2016,121
Xiaomi 2014812 Hongmi 2 4G / Redmi 2 Dual SIM,121
HTC D626X Desire 626,120
Infinix HOT 3 Pro,120
Lava Iris Fuel 10,120
LG MS550 Stylus 2 Plus,120
Sony F3113 Xperia XA,120
Sony G3313 Xperia L1,120
Symphony V55 Xplorer,120
Xiaomi MI 4S,120
ZTE Z971 Blade Spark,120
Alcatel ONE TOUCH 7042D,119
Infinix Zero 4 Plus,119
Intex Aqua 4G,119
Micromax A110 Superfone Canvas 2,119
Samsung SC-02F GALAXY J SC-02F for DoCoMo,119
Huawei TIT-L01 Honor 4C Pro,118
LG H735 G4 Beat,118
LG LGL58VL Rebel 2,118
Motorola XT1030 Droid Mini,118
Nextbit Robin,118
Samsung GT-S7272 Galaxy Ace 3,118
Samsung SM-G920L Galaxy S6,118
Samsung SM-G930R4 Galaxy S7,118
Videocon Z45 Dazzle,118
Alcatel 5056D Pop 4+,117
Evercoss A7E,117
Lava Iris 250,117
Lava Iris Selfie 50,117
LG D838 G Pro 2,117
Samsung SM-J120M Galaxy J1 2016,117
Sunsky P5,117
HiCore Play Z5,116
iBall Andi 5F Infinito,116
Intex Aqua Q5,116
Lenovo A806 Golden Warrior,116
Samsung SM-N910P Galaxy Note 4,116
Spice Xlife-511Pro Xlife 511 Pro,116
Huawei VKY-L09 P10 Plus,115
Lenovo A916,115
LG LGMS428 K10,115
Samsung SM-G600F Galaxy On7,115
Samsung SM-N900L Galaxy Note 3,115
Sony G3223 Xperia XA1,115
Huawei BLN-L24 Honor 6X,114
Huawei KOB-L09 MediaPad T3 8.0,114
Intex Cloud Glory 4G,114
Micromax A96 Canvas Power,114
OPPO N1,114
ZTE Blade A310,114
Alcatel 5056N Fierce 4,113
Intex Aqua Star Power,113
Lenovo TB3-850F Tab3 8,113
Walton Primo GH6,113
Huawei LYO-L01 Y6II Compact,112
iBall 3G6095-Q700,112
Samsung SGH-I337 Galaxy S4,112
Symphony E79,112
Intex Aqua 3G,111
itel S12,111
Micromax A250 Canvas Turbo,111
Symphony H175,111
Advan S4C,110
Alcatel 4060A,110
Huawei TRT-LX3 Y7 2017,110
Karbonn S9 Titanium,110
LG H900 V10,110
LG VS985 G3,110
Motorola XT1078 Moto G 4G (2nd Gen),110
Samsung SM-G906S Galaxy S5 LTE-A,110
Samsung SM-T719Y Galaxy Tab S2 8.0,110
Sony C5303 Xperia SP,110
Sony G8141 Xperia XZ Premium,110
Tecno WX3,110
Walton Primo NH3,110
AccessGo A4E,109
BLU Vivo XL2,109
HTC Desire 310 Desire dual sim,109
Huawei PRA-TL00 Honor 8 Youth Edition,109
iBall Andi 5L Rider,109
Karbonn Titanium S35,109
LG D724 G3,109
LG K330 Tribute 5,109
Micromax A082 Bolt,109
Micromax Q325,109
Samsung SM-G870A Galaxy S5 Active,109
Vodafone Smart Tab 3G,109
Walton Primo RM2 mini,109
Alcatel 9008D A3 XL,108
BLU R1 HD,108
Celkon Q567,108
Karbonn A55,108
Lava X1 atom L,108
Lenovo S960 Vibe X,108
Micromax S301 Bolt S301,108
Samsung GT-I9060M Galaxy Grand Neo Plus,108
Samsung SM-N9100 Galaxy Note 4 Duos,108
Tecno Boom J8,108
ZTE N9136 Prestige 2,108
Evercoss A75W Winner Y1,107
Lenovo A7-30GC TAB 2,107
Samsung SM-G930S Galaxy S7,107
Samsung SM-G935L Galaxy S7 Edge,107
Samsung SM-P601 Galaxy Note 10.1 3G (2014),107
Samsung SM-T819Y Galaxy Tab S2 9.7,107
Sony F3213 Xperia XA Ultra,107
Xolo Q700s,107
Lenovo K53b36 Vibe K6 Plus,106
Neffos C5,106
Nokia TA-1024 5,106
Samsung SM-G920S Galaxy S6,106
iBall 3G 7271-HD70,105
iBall Andi 5N Dude,105
Intex Aqua Dream,105
LG H901 V10,105
Samsung GT-I9295 Galaxy S4 Active,105
Samsung SM-G360HU Galaxy Core Prime,105
Samsung SM-T377A Galaxy Tab E 8.0,105
Vodafone VFD610 Smart N8,105
Xolo A500 Club,105
Amazon Fire Phone,104
Asus P00C Zenpad 10 Z300C,104
Huawei G630-U10 Ascend G630,104
Micromax A63 Canvas Fun,104
Mtech EROS 4G,104
Samsung SM-A700F Galaxy A7,104
Sony G8232 Xperia XZs,104
Walton Primo G7,104
HTC Desire 820G,103
Huawei CRR-UL00 Ascend Mate 7S,103
Intex Qua Q4,103
Lava Iris450P,103
QMobile A8 Noir A8,103
Samsung SM-A9100 Galaxy A9 Pro,103
Samsung SM-T111M Galaxy Tab 3 Lite,103
Sony SO-01G Xperia Z3,103
Sony SO-02G Xperia Z3 Compact SO-02G for DoCoMo,103
Vodafone VFD 600 Smart Prime 7,103
Xolo Q1000 Opus,103
Alcatel 5010G Pixi 4 5.0,102
Asus Z012DA Zenfone 3 ZE552KL,102
Coolpad 3632A,102
Infinix X571 NOTE 4 Pro,102
LG H918 V20,102
Samsung GT-P5110 Galaxy Tab 2 10.1,102
Samsung SGH-I747 Galaxy S III,102
Vivo Xshot,102
Wiko U FEEL,102
Xolo A500S,102
YES M631Y Altitude,102
ZTE B2017G Axon 7 Mini,102
Asus Z00A ZenFone 2,101
Axioo PICOphone_M4U_M2_M,101
Huawei G730-U00 Ascend G730,101
Lava Iris 405+,101
Leagoo T1,101
Meizu U10,101
Mito A33 Fantasy One A33,101
Mobiper N4,101
Reach Opulent,101
Samsung GT-S7273T Galaxy SII TV,101
Samsung SHV-E300S Galaxy S IV,101
Samsung SM-G360M Galaxy Core Prime,101
Samsung SM-T810 Galaxy Tab S2 9.7,101
Samsung SPH-L720 Galaxy S4,101
Advan T1L,100
Bolt IVO V5,100
Lava Iris 400Q,100
Samsung SM-G360T1 Galaxy Core Prime,100
Sony E5633 Xperia M5,100
Asus Z010DD Zenfone Max,99
Evercoss A7V,99
Lava A88,99
Lenovo K900,99
Samsung SM-J700P Galaxy J7 2015,99
ZTE Blade L5,99
Advan S5M,98
Ananda C20i,98
Evercoss AT1D,98
Huawei WAS-LX2 P10 Lite,98
iBall Cobalt4,98
Lava A50,98
LeEco Le X820 Le 2 Pro,98
Nokia TA-1003 6,98
Panasonic ELUGA Switch,98
Siswoo i7 Cooper,98
Sony S0-04G Xperia A4,98
BlackBerry STH100-2 DTEK050,97
HTC Desire 700,97
LG D802T G2,97
LG H850 G Flex 2,97
Samsung SM-T800 Galaxy Tab S 10.5,97
Symphony V30,97
Wiko U FEEL LITE,97
Coolpad 3622A Catalyst,96
Karbonn Alfa A18,96
Landvo S7,96
Mito A75,96
Motorola XT907 DROID RAZR M 4G LTE,96
Samsung SM-G530AZ Galaxy Grand Prime,96
Samsung SM-T535 Galaxy Tab 4 10.1,96
Wiko Rainbow,96
Advan S4J,95
Haier L53,95
Huawei JMM-L22 V9 Play,95
Huawei Y600- U20 Ascend Y600,95
IPPO Q10,95
Lenovo A680 ROW,95
LG D295 L Fino,95
Mpie G7,95
Samsung SHV-E250L Galaxy Note II LTE,95
Samsung SM-A810YZ A8 (2016),95
Sony F5321 Xperia X Compact,95
Zen Admire Fab Q+,95
Acer One 7 M77GHG,94
Gionee S9,94
Huawei MHA-L09 Mate 9,94
Symphony ZV Pro Xplorer ZV Pro,94
Advan T1GPlus,93
DOOGEE F2,93
General Mobile 4G,93
HTC M8x One M8,93
Huawei H1611 Ascend XT,93
Huawei LON-L29 Mate 9 Porsche Design,93
Intex CLOUD Matte,93
Lava Iris X8 Pro,93
Samsung SC-04F GALAXY S5 SC-04F for DoCoMo,93
Samsung SM-C900Y C9 pro,93
Samsung SM-G386W Galaxy Core LTE,93
Samsung SM-G530M Galaxy Grand Prime,93
Samsung SM-N900P Galaxy Note3,93
Sony D6653 Xperia Z3,93
Tecno Y2,93
Xolo A550s IPS,93
Huawei G610-U00 Ascend,92
Huawei SLA-L02 P9 Lite mini,92
Lenovo B6000-HV Yoga B6000-HV,92
Lenovo TB-7703X Tab3 7 Plus LTE,92
Onida i4G1,92
Samsung GT-P5210 Galaxy Tab 3 10.1 3G,92
Samsung SM-N9006 Galaxy Note 3,92
Walton Primo RM2,92
Leagoo Z5 Lte,91
Meizu U20,91
Polytron R2501 Rocket T1,91
Samsung SM-G386T Galaxy Avant,91
Samsung SM-N7502 Note 3 Neo Duos,91
Tecno C9,91
Xiaomi MI 2S,91
Lava iris 755,90
LG E445 Optimus L4 II Dual,90
LG H873 G6,90
Motorola Moto G4 Plus,90
OnePlus One A2005 2,90
Samsung SM-A710Y Galaxy A7 (2016),90
Samsung SM-J327VPP Galaxy J3 2017,90
Samsung SM-S320VL Galaxy Sky,90
Sony G3123 Xperia XA1,90
Walton Primo GM2,90
Huawei G610-U20 Ascend,89
Karbonn S10 Titanium S10,89
Karbonn Titanium Octane Plus,89
Motorola XT1040 Moto G,89
QMobile LT700 PRO,89
Samsung SM-G360FY Galaxy Core Prime,89
Sony E2306 Xperia M4 Aqua,89
Huawei BLA-L09 Mate 10 Pro,88
Huawei T1-A21L Mediapad 10 Link,88
Huawei TRT-L53 Y7 Prime,88
iBall Slide 3G Q45i,88
Infinix X509 Zero 2,88
Lenovo A5600,88
Lenovo S580,88
LG LG-H811 G4,88
LG V410 G Pad 7.0,88
LG VS995 V20,88
Motorola XT1575 Moto X Style/Pure,88
Polytron R2452 Rocket,88
Samsung SM-G9250 Galaxy S6 Edge,88
Softbank SBM206SH Aquos Phone XX,88
Tecno C-8 Camon C8,88
Tecno WX4,88
ZTE Z799VL Majesty Pro,88
HTC D10i Desire 10 Pro,87
Intex Cloud Pace,87
LG H631 Stylo,87
LG M257 Harmony,87
Meizu MX6,87
Motorola XT1063 Moto G (2nd Gen),87
Samsung SHV-E210K Galaxy S III,87
Samsung SM-G355HN Galaxy Core II,87
Samsung SM-G925P Galaxy S6 Edge,87
Samsung SM-S120VL Galaxy Luna,87
Symphony H250,87
ZTE N939Sc,87
Celkon Q54+,86
Coolpad 5267,86
Evercoss A66A* Elevate Y,86
Huawei CAM-L23 Y6 II,86
Huawei VIE-L09 P9 Plus,86
iBall Cuddle A4,86
Karbonn A51f,86
LG H910 V20,86
LG M327 X Charge,86
Polytron W1400 Rocket Jetz,86
Samsung SM-G350 Galaxy Core Plus,86
Samsung SM-N915FY Galaxy Note Edge,86
Samsung SM-N920W8 Galaxy Note 5,86
Smartfren AD687G Andromax AD687G,86
SonyEricsson LT28i Xperia Ion,86
Vivo X5Max,86
Walton Primo HM mini,86
XTOUCH X2,86
Acer Z200 Liquid,85
Evercoss A74D,85
Gionee M5 mini Marathon M5 mini,85
Himax Polymer Silver Smoke,85
Huawei G750-U10 Honor 3X,85
iBall Andi 4.5C Magnifico (1+8 GB),85
LG H525n G4C,85
Samsung SM-G5528 On5 Neo,85
Samsung SM-J510FQ Galaxy J5 (2016),85
ZTE Z831 Maven 2,85
Alcatel 5080X Shine Lite,84
Huawei Y511-U30 Ascend,84
Lava Iris 465,84
LG K373 Escape 3,84
LG K540 Stylo 2,84
LG K550 Stylus 2 Plus,84
Micromax A111 Canvas Doodle,84
Micromax AD3520,84
Samsung SM-J100VPP Galaxy J1,84
Samsung SM-T210R Galaxy Tab 3 7.0,84
Spice Mi 535 Stellar Pinnacle Pro,84
Symphony Xplorer V45,84
ZTE Z839 Blade Vantage,84
Evercoss A7Z Zeus,83
Huawei DIG-L03 P9 Lite Smart,83
Huawei G730-U10 Ascend G730,83
Huawei P6-U06 Ascend P6,83
Huawei TAG-L22 GR3,83
Mito A900,83
Samsung GT-I8262B Galaxy Duos,83
Samsung SM-G3812B Galaxy Win Pro,83
Samsung SM-N9200 Galaxy Note 5,83
Symphony V60,83
ZTE T660 Blade V6,83
Advan Q7A,82
Akaso Kingpad R70,82
Asus Z01MDA ZenFone 4 Selfie Pro ZD552KL,82
Hisense EG680,82
Huawei MYA-L03 Y5 (2017),82
Intex Aqua HD 5.0,82
LG D618 G2 Mini,82
Motorola XT1060 Moto X,82
OPPO R819,82
Samsung SC-02H Galaxy S7 Edge,82
Samsung SM-G386T1 Galaxy Avant,82
Samsung SM-G925S Galaxy S6 Edge,82
Symphony V46,82
ZTE BLADE V7 LITE,82
Advan S5J,81
Alcatel A577VL,81
Asus A500CG ZenFone 5,81
Huawei BTV-DL09 MediaPad M3,81
Huawei FRD-L19 Honor 8 Premium,81
Huawei Y330-U11 Ascend Y330,81
Intex Aqua Q1,81
Intex Y3,81
Mito A60 Fantasy U,81
Motorola XT1064 Moto G (2nd Gen),81
Motorola XT1072 Moto G 4G (2nd Gen),81
Multilaser MS45S,81
Samsung GT-I8260 Galaxy Core,81
Samsung SM-G9287 Galaxy S6 Edge Plus,81
Wiko Rainbow Jam,81
Acer Iconia B1-723 Talk 7,80
Advan S4H Gaia Mini,80
Amazon KFDOWI Kindle Fire HD 8 (2017),80
HTC 510 Desire 510,80
LG H811 G4,80
LG H872 G6,80
LG MS631 G Stylo,80
Nexian Mi438S Journey One,80
Samsung GT-I9060L Galaxy Grand Neo,80
Samsung SGH-T999 Galaxy S III,80
Samsung SM-J3119 J3 Pro,80
Samsung SM-T239M Galaxy Tab 4 Lite 7.0,80
Samsung SM-T530NU Galaxy Tab 4 10.1,80
true SMART 4G MAX 5.0,80
Walton Primo F7,80
ZTE BLADE A610,80
ZTE NX511J Nubia Z9 Mini,80
China Phone 7 Plus,79
Cloudfone Excite Prime,79
HTC 6525LVW HTC One M8,79
HTC D820u Desire 820,79
Intex Aqua Secure,79
Karbonn A7S Star,79
LG VS500PP K8V,79
Micromax A116i Canvas HD,79
Mito A10 Impact A10,79
OPPO R831L,79
Postivo S520 M Twist M,79
Samsung GT-P6200 GALAXY Tab 7.0 Plus,79
Walton Primo NH Lite,79
Xolo Q1200,79
HTC One Max One Max,78
Huawei LUA-L03 Y3II,78
Huawei MYA-L13 Y5 Pro,78
Huawei SCL-L03 Honor 4A,78
Huawei Y530-U00 Ascend Y530,78
Samsung GT-S6810P Galaxy Fame,78
Samsung SM-N910K Galaxy Note 4,78
Videocon V400414 Challenger,78
Xolo Q1000s Plus,78
Xolo Q610s,78
ZTE Blade V6 Plus,78
Advan Vandroid t5c,77
Huawei ATH-UL01 Honor ShotX,77
Huawei H30-L02 Honor 3C,77
Karbonn A12,77
LG LS991 G4,77
LG P715 Optimus L7 II Dual,77
Nokia X+,77
Samsung SM-N910W8 Galaxy Note 4,77
Sony F3313 Xperia E5,77
Spice MI 509 Stellar,77
Evercoss AT7F Winner Tab S3,76
HTC D816h,76
Huawei ALE-L02 P8 Lite,76
Huawei G6-L11 Ascend G6-L11,76
iBall Brace-X1 Slide Brace-X1,76
